gene_id,summary
391356,"This gene encodes the enzyme peptidyl-tRNA hydrolase. Peptidyl-tRNA hydrolases perform the essential function of recycling peptidyl-tRNAs. Mutations in this gene are associated with autosomal-recessive intellectual disability and parkinsonism. [provided by RefSeq, May 2017]"
5805,"The enzyme encoded by this gene catalyzes the elimination of inorganic triphosphate from dihydroneopterin triphosphate, which is the second and irreversible step in the biosynthesis of tetrahydrobiopterin from GTP. Tetrahydrobiopterin, also known as BH(4), is an essential cofactor and regulator of various enzyme activities, including enzymes involved in serotonin biosynthesis and NO synthase activity. Mutations in this gene result in hyperphenylalaninemia. [provided by RefSeq, Oct 2008]"
754,"This gene encodes a single-pass type I integral membrane protein, which binds to pituitary tumor-transforming 1 protein (PTTG1), and facilitates translocation of PTTG1 into the nucleus. Coexpression of this protein and PTTG1 induces transcriptional activation of basic fibroblast growth factor. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Nov 2013]"
5806,"This gene encodes a member of the pentraxin protein family. The expression of this protein is induced by inflammatory cytokines in response to inflammatory stimuli in several mesenchymal and epithelial cell types, particularly endothelial cells and mononuclear phagocytes. The protein promotes fibrocyte differentiation and is involved in regulating inflammation and complement activation. It also plays a role in angiogenesis and tissue remodeling. The protein serves as a biomarker for several inflammatory conditions. [provided by RefSeq, Jun 2016]"
8226,"This gene encodes a member of the haloacid dehalogenase-like (HAD) hydrolase superfamily. The encoded protein has no known biological function. This gene has a pseudogene on chromosome 1. Multiple alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2010]"
22827,"This gene encodes a nucleic acid-binding protein that plays a role in a variety of nuclear processes, including pre-mRNA splicing and transcriptional regulation. The encoded protein forms a complex with the far upstream DNA element (FUSE) and FUSE-binding protein at the myelocytomatosis oncogene (MYC) promoter. This complex represses MYC transcription through the core-TFIIH basal transcription factor. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Aug 2012]"
5813,"This gene product is a sequence-specific, single-stranded DNA-binding protein. It binds preferentially to the single strand of the purine-rich element termed PUR, which is present at origins of replication and in gene flanking regions in a variety of eukaryotes from yeasts through humans. Thus, it is implicated in the control of both DNA replication and transcription. Deletion of this gene has been associated with myelodysplastic syndrome and acute myelogenous leukemia. [provided by RefSeq, Jul 2008]"
80324,"This gene encodes a pseudouridine synthase that converts uridine to pseudouridine once it has been incorporated into an RNA molecule. The encoded enzyme may play an essential role in tRNA function and in stabilizing the secondary and tertiary structure of many RNAs. A mutation in this gene has been linked to mitochondrial myopathy and sideroblastic anemia. Alternate splicing results in multiple transcript variants.[provided by RefSeq, Sep 2009]"
83480,"The protein encoded by this gene catalyzes the formation of tRNA pseudouridine from tRNA uridine at position 39 in the anticodon stem and loop of transfer RNAs. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2012]"
5817,"The protein encoded by this gene is a transmembrane glycoprotein belonging to the immunoglobulin superfamily. The external domain mediates cell attachment to the extracellular matrix molecule vitronectin, while its intracellular domain interacts with the dynein light chain Tctex-1/DYNLT1. The gene is specific to the primate lineage, and serves as a cellular receptor for poliovirus in the first step of poliovirus replication. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2008]"
145624,
347746,"This gene encodes a novel transcript, and is located in the Prader-Willi syndrome critical region on chromosome 15. This gene is expressed exclusively from the paternal allele. [provided by RefSeq, Mar 2017]"
791114,"This gene is located in the Prader-Willi syndrome (PWS) region of chromosome 15, which is known to undergo imprinting. The transcript is believed to be non-coding. It is bi-allelically expressed in testis and kidney, but mono-allelically expressed from the paternal allele in brain. This gene is poly-adenylated and is known to undergo alternative splicing. Transcript variants may represent part of a complex imprinting center-SNURF-SNRPN transcription unit. The contribution of this gene to the PWS phenotype is unknown, but it has been suggested that it may play a role in establishing paternal imprinting in the PWS region, perhaps by maintaining the paternal allele in an open chromatin configuration. [provided by RefSeq, Sep 2009]"
139221,"This gene encodes a protein which contains a mutated melanoma-associated antigen 1 domain. Proteins which contain mutated antigens are expressed at high levels on certain types of cancers. Multiple alternatively spliced variants, encoding the same protein, have been identified. [provided by RefSeq, Sep 2011]"
7837,"This gene encodes a heme-containing peroxidase that is secreted into the extracellular matrix. It is involved in extracellular matrix formation, and may function in the physiological and pathological fibrogenic response in fibrotic kidney. Mutations in this gene cause corneal opacification and other ocular anomalies, and also microphthalmia and anterior segment dysgenesis. [provided by RefSeq, Aug 2014]"
5829,"This gene encodes a cytoskeletal protein involved in actin-membrane attachment at sites of cell adhesion to the extracellular matrix (focal adhesion). Alternatively spliced transcript variants encoding different isoforms have been described for this gene. These isoforms exhibit different expression pattern, and have different biochemical, as well as physiological properties (PMID:9054445). [provided by RefSeq, Aug 2011]"
29108,"This gene encodes an adaptor protein that is composed of two protein-protein interaction domains: a N-terminal PYRIN-PAAD-DAPIN domain (PYD) and a C-terminal caspase-recruitment domain (CARD). The PYD and CARD domains are members of the six-helix bundle death domain-fold superfamily that mediates assembly of large signaling complexes in the inflammatory and apoptotic signaling pathways via the activation of caspase. In normal cells, this protein is localized to the cytoplasm; however, in cells undergoing apoptosis, it forms ball-like aggregates near the nuclear periphery. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
5831,"This gene encodes an enzyme that catalyzes the NAD(P)H-dependent conversion of pyrroline-5-carboxylate to proline. This enzyme may also play a physiologic role in the generation of NADP(+) in some cell types. The protein forms a homopolymer and localizes to the mitochondrion. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2013]"
29920,"This gene belongs to the pyrroline-5-carboxylate reductase family. The encoded mitochondrial protein catalyzes the conversion of pyrroline-5-carboxylate to proline, which is the last step in proline biosynthesis. Alternatively spliced transcript variants have been described for this gene. [provided by RefSeq, Nov 2012]"
65263,"This gene encodes a protein that belongs to the pyrroline-5-carboxylate reductase family of enzymes. Members of this family catalyze the final step in proline biosynthesis, converting pyrroline-5-carboxylate to proline. Glutamate and ornithine are precursors in the synthesis of proline. The protein encoded by this gene is a cytoplasmic enzyme involved in the biosynthesis of proline from ornithine. [provided by RefSeq, Aug 2016]"
5836,"This gene encodes a homodimeric protein that catalyses the cleavage of alpha-1,4-glucosidic bonds to release glucose-1-phosphate from liver glycogen stores. This protein switches from inactive phosphorylase B to active phosphorylase A by phosphorylation of serine residue 15. Activity of this enzyme is further regulated by multiple allosteric effectors and hormonal controls. Humans have three glycogen phosphorylase genes that encode distinct isozymes that are primarily expressed in liver, brain and muscle, respectively. The liver isozyme serves the glycemic demands of the body in general while the brain and muscle isozymes supply just those tissues. In glycogen storage disease type VI, also known as Hers disease, mutations in liver glycogen phosphorylase inhibit the conversion of glycogen to glucose and results in moderate hypoglycemia, mild ketosis, growth retardation and hepatomegaly. Alternative splicing results in multiple transcript variants encoding different isoforms.[provided by RefSeq, Feb 2011]"
5837,"This gene encodes a muscle enzyme involved in glycogenolysis. Highly similar enzymes encoded by different genes are found in liver and brain. Mutations in this gene are associated with McArdle disease (myophosphorylase deficiency), a glycogen storage disease of muscle. Alternative splicing results in multiple transcript variants.[provided by RefSeq, Sep 2009]"
149628,"The protein encoded by this gene belongs to the HIN-200 family of interferon-inducible proteins that share a 200-amino acid signature motif at their C-termini. HIN200 proteins are primarily nuclear and are involved in transcriptional regulation of genes important for cell cycle control, differentiation, and apoptosis. Downregulation of this gene is associated with breast cancer. This protein acts as a tumor suppressor by promoting ubiquitination and subsequent degradation of MDM2, which leads to stabilization of p53/TP53. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Aug 2011]"
79912,"This gene encodes a nuclear-cytoplasmic pyridine nucleotide-disulphide reductase (PNDR). PNDRs are flavoproteins that catalyze the pyridine nucleotide-dependent reduction of thiol residues in other proteins. The encoded protein belongs to the class I pyridine nucleotide-disulphide oxidoreductase family but lacks the C-terminal dimerization domain found in other family members and instead has a C-terminal nitrile reductase domain. It localizes to the nucleus and to striated sarcomeric compartments. Naturally occurring mutations in this gene cause early-onset myopathy with internalized nuclei and myofibrillar disorganization. A pseudogene of this gene has been defined on chromosome 11. [provided by RefSeq, Apr 2017]"
5697,"This gene encodes a member of the neuropeptide Y (NPY) family of peptides. The encoded preproprotein is proteolytically processed to generate two alternative peptide products that differ in length by three amino acids. These peptides, secreted by endocrine cells in the gut, exhibit different binding affinities for each of the neuropeptide Y receptors. Binding of the encoded peptides to these receptors mediates regulation of pancreatic secretion, gut mobility and energy homeostasis. Rare variations in this gene could increase susceptibility to obesity and elevated serum levels of the encoded peptides may be associated with anorexia nervosa. [provided by RefSeq, Feb 2016]"
5858,"The protein encoded by this gene is highly expressed in late-pregnancy serum and is similar in structure to alpha-2-macroglobulin. The encoded protein, which acts as a homotetramer, inhibits the activity of all four classes of proteinases. This protein contains cleavage sites for several proteinases. Upon binding of a proteinase, the conformation of this protein changes to trap the proteinase, limiting its activity. This protein appears to be elevated in the sera of presymptomatic Alzheimer's disease patients. [provided by RefSeq, Dec 2016]"
5859,"Aminoacyl-tRNA synthetases catalyze the aminoacylation of tRNA by their cognate amino acid. Because of their central role in linking amino acids with nucleotide triplets contained in tRNAs, aminoacyl-tRNA synthetases are thought to be among the first proteins that appeared in evolution. In metazoans, 9 aminoacyl-tRNA synthetases specific for glutamine (gln), glutamic acid (glu), and 7 other amino acids are associated within a multienzyme complex. Although present in eukaryotes, glutaminyl-tRNA synthetase (QARS) is absent from many prokaryotes, mitochondria, and chloroplasts, in which Gln-tRNA(Gln) is formed by transamidation of the misacylated Glu-tRNA(Gln). Glutaminyl-tRNA synthetase belongs to the class-I aminoacyl-tRNA synthetase family. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2013]"
5860,"This gene encodes the enzyme dihydropteridine reductase, which catalyzes the NADH-mediated reduction of quinonoid dihydrobiopterin.  This enzyme is an essential component of the pterin-dependent aromatic amino acid hydroxylating systems. Mutations in this gene resulting in QDPR deficiency include aberrant splicing, amino acid substitutions, insertions, or premature terminations.  Dihydropteridine reductase deficiency presents as atypical phenylketonuria due to insufficient production of biopterin, a cofactor for phenylalanine hydroxylase. [provided by RefSeq, Jul 2008]"
9444,"The protein encoded by this gene is an RNA-binding protein that regulates pre-mRNA splicing, export of mRNAs from the nucleus, protein translation, and mRNA stability. The encoded protein is involved in myelinization and oligodendrocyte differentiation and may play a role in schizophrenia. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2014]"
84440,"The protein encoded by this gene interacts with RAB11 and is thought to be involved in bringing recycling endosome membranes to the cleavage furrow in late cytokinesis. Hypoxic conditions can lead to an upregulation of the encoded protein and enhance the metastatic potential of hepatocellular carcinoma. [provided by RefSeq, Oct 2016]"
22931,"The protein encoded by this gene is a member of a family of Ras-related small GTPases that regulate membrane trafficking in organelles and transport vesicles. Knockdown studies is zebrafish suggest that this protein may have a role in eye and brain development. Mutations in this gene are associated with Warburg micro syndrome type 3. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jan 2012]"
51715,"This gene encodes a small GTPase of the Ras superfamily. Rab proteins are involved in the regulation of diverse cellular functions associated with intracellular membrane trafficking, including autophagy and immune response to bacterial infection. The encoded protein may play a role in central nervous system development by antagonizing sonic hedgehog signaling. Disruption of this gene has been implicated in Carpenter syndrome as well as cancer. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]"
5873,"The protein encoded by this gene belongs to the small GTPase superfamily, Rab family. The protein is membrane-bound and may be involved in protein transport and small GTPase mediated signal transduction. Mutations in this gene are associated with Griscelli syndrome type 2. Alternative splicing occurs at this locus and four transcript variants encoding the same protein have been identified. [provided by RefSeq, Jul 2008]"
9364,"This gene encodes a member of the Rab subfamily of Ras-related small GTPases. The encoded protein may be involved in regulating intracellular trafficking. Alternative splicing results in multiple transcript variants. Pseudogenes of this gene are found on chromosomes 9 and X. [provided by RefSeq, Apr 2009]"
9363,"The protein encoded by this gene belongs to the small GTPase superfamily, Rab family. It is GTP-binding protein and may be involved in vesicle transport. [provided by RefSeq, Jul 2008]"
83452,"This gene encodes a small GTP-binding protein of the Rab GTPase family, whose members function in vesicle transport during protein secretion and endocytosis. Rab GTPases are active, membrane-associated proteins that recruit effector proteins in the GTP-bound state and inactive cytosolic proteins when in a GDP-bound state. The protein encoded by this gene is ubiquitously expressed and has been implicated in Golgi to endoplasmic reticulum cycling of Golgi enzymes. In addition, this protein regulates Golgi homeostasis and coordinates intra-Golgi retrograde trafficking. Allelic variants in this gene have been associated with Dyggve-Melchior-Clausen syndrome and Smith-McCort dysplasia 2, which are autosomal recessive spondyloepimetaphyseal dysplasias characterized by skeletal abnormalities. [provided by RefSeq, Sep 2016]"
116442,"This gene encodes a member of the Rab family of proteins. Rab proteins are small GTPases that are involved in vesicular trafficking. Mutations in this gene are associated with X-linked cognitive disability. [provided by RefSeq, Aug 2013]"
22930,"This gene encodes the catalytic subunit of a Rab GTPase activating protein. The encoded protein forms a heterodimer with a non-catalytic subunit to specifically regulate the activity of members of the Rab3 subfamily of small G proteins. This protein mediates the hydrolysis of GTP bound Rab3 to the GDP bound form. Mutations in this gene are associated with Warburg micro syndrome. Alternate splicing results in multiple transcript variants.[provided by RefSeq, Feb 2010]"
25782,"The protein encoded by this gene belongs to the RAB3 protein family, members of which are involved in regulated exocytosis of neurotransmitters and hormones. This protein forms the Rab3 GTPase-activating complex with RAB3GAP1, where it constitutes the regulatory subunit, whereas the latter functions as the catalytic subunit. This gene has the highest level of expression in the brain, consistent with it having a key role in neurodevelopment. Mutations in this gene are associated with Martsolf syndrome.[provided by RefSeq, Oct 2009]"
142684,"This gene encodes a member of the Rab40 subfamily of Rab small GTP-binding proteins that contains a C-terminal suppressors of cytokine signaling box. [provided by RefSeq, Apr 2010]"
282808,"This gene encodes a member of the Rab40 subfamily of Rab small GTP-binding proteins that contains a C-terminal suppressors of cytokine signaling box. Disruptions in this gene are associated with Duchenne muscular dystrophy. [provided by RefSeq, Apr 2010]"
347517,"This gene encodes a small GTP-binding protein that belongs to the largest family within the Ras superfamily. These proteins function as regulators of membrane trafficking. They cycle between inactive GDP-bound and activated GTP-bound states, which is controlled by GTP hydrolysis-activating proteins (GAPs). This family member can be activated by the GAP protein RN-Tre, and it is localized to the Golgi complex. [provided by RefSeq, May 2010]"
5870,"This gene encodes a member of the RAB family, which belongs to the small GTPase superfamily. GTPases of the RAB family bind to various effectors to regulate the targeting and fusion of transport carriers to acceptor compartments. This protein is located at the Golgi apparatus, which regulates trafficking in both a retrograde (from early endosomes and Golgi to the endoplasmic reticulum) and an anterograde (from the Golgi to the plasma membrane) directions. Myosin II is an effector of this protein in these processes. This protein is also involved in assembly of human cytomegalovirus (HCMV) by interacting with the cellular protein Bicaudal D1, which interacts with the HCMV virion tegument protein, pp150. Multiple alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Aug 2011]"
7879,"RAB family members are small, RAS-related GTP-binding proteins that are important regulators of vesicular transport. Each RAB protein targets multiple proteins that act in exocytic / endocytic pathways. This gene encodes a RAB family member that regulates vesicle traffic in the late endosomes and also from late endosomes to lysosomes. This encoded protein is also involved in the cellular vacuolation of the VacA cytotoxin of Helicobacter pylori. Mutations at highly conserved amino acid residues in this gene have caused some forms of Charcot-Marie-Tooth (CMT) type 2 neuropathies. [provided by RefSeq, Jul 2008]"
51209,"This gene encodes a member of a subfamily of RAS small guanosine triphosphate (GTP)-binding proteins that regulate membrane trafficking. The encoded protein may be involved in endosome-to-Golgi transport. [provided by RefSeq, Jan 2010]"
55684,"This gene encodes a member of the Ras superfamily of small GTPases. The encoded protein binds to both GTP and GDP and may play a role in cell growth and survival. Overexpression of this gene may play a role in breast cancer tumorigenesis, and pseudogenes of this gene are located on the long arm of chromosome 2 and the short arm of chromosome 18. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Dec 2011]"
5879,"The protein encoded by this gene is a GTPase which belongs to the RAS superfamily of small GTP-binding proteins. Members of this superfamily appear to regulate a diverse array of cellular events, including the control of cell growth, cytoskeletal reorganization, and the activation of protein kinases. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2009]"
5880,"This gene encodes a member of the Ras superfamily of small guanosine triphosphate (GTP)-metabolizing proteins. The encoded protein localizes to the plasma membrane, where it regulates diverse processes, such as secretion, phagocytosis, and cell polarization. Activity of this protein is also involved in the generation of reactive oxygen species. Mutations in this gene are associated with neutrophil immunodeficiency syndrome. There is a pseudogene for this gene on chromosome 6. [provided by RefSeq, Jul 2013]"
5885,"The protein encoded by this gene is highly similar to the gene product of Schizosaccharomyces pombe rad21, a gene involved in the repair of DNA double-strand breaks, as well as in chromatid cohesion during mitosis. This protein is a nuclear phospho-protein, which becomes hyperphosphorylated in cell cycle M phase. The highly regulated association of this protein with mitotic chromatin specifically at the centromere region suggests its role in sister chromatid cohesion in mitotic cells. [provided by RefSeq, Jul 2008]"
10111,"The protein encoded by this gene is highly similar to Saccharomyces cerevisiae Rad50, a protein involved in DNA double-strand break repair. This protein forms a complex with MRE11 and NBS1. The protein complex binds to DNA and displays numerous enzymatic activities that are required for nonhomologous joining of DNA ends. This protein, cooperating with its partners, is important for DNA double-strand break repair, cell cycle checkpoint activation, telomere maintenance, and meiotic recombination. Knockout studies of the mouse homolog suggest this gene is essential for cell growth and viability. Mutations in this gene are the cause of Nijmegen breakage syndrome-like disorder.[provided by RefSeq, Apr 2010]"
5888,"The protein encoded by this gene is a member of the RAD51 protein family. RAD51 family members are highly similar to bacterial RecA and Saccharomyces cerevisiae Rad51, and are known to be involved in the homologous recombination and repair of DNA. This protein can interact with the ssDNA-binding protein RPA and RAD52, and it is thought to play roles in homologous pairing and strand transfer of DNA. This protein is also found to interact with BRCA1 and BRCA2, which may be important for the cellular response to DNA damage. BRCA2 is shown to regulate both the intracellular localization and DNA-binding ability of this protein. Loss of these controls following BRCA2 inactivation may be a key event leading to genomic instability and tumorigenesis. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2009]"
5890,"The protein encoded by this gene is a member of the RAD51 protein family. RAD51 family members are evolutionarily conserved proteins essential for DNA repair by homologous recombination. This protein has been shown to form a stable heterodimer with the family member RAD51C, which further interacts with the other family members, such as RAD51, XRCC2, and XRCC3. Overexpression of this gene was found to cause cell cycle G1 delay and cell apoptosis, which suggested a role of this protein in sensing DNA damage. Rearrangements between this locus and high mobility group AT-hook 2 (HMGA2, GeneID 8091) have been observed in uterine leiomyomata. [provided by RefSeq, Mar 2016]"
5889,"This gene is a member of the RAD51 family. RAD51 family members are highly similar to bacterial RecA and Saccharomyces cerevisiae Rad51 and are known to be involved in the homologous recombination and repair of DNA. This protein can interact with other RAD51 paralogs and is reported to be important for Holliday junction resolution. Mutations in this gene are associated with Fanconi anemia-like syndrome. This gene is one of four localized to a region of chromosome 17q23 where amplification occurs frequently in breast tumors. Overexpression of the four genes during amplification has been observed and suggests a possible role in tumor progression. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]"
5892,"The protein encoded by this gene is a member of the RAD51 protein family. RAD51 family members are highly similar to bacterial RecA and Saccharomyces cerevisiae Rad51, which are known to be involved in the homologous recombination and repair of DNA. This protein forms a complex with several other members of the RAD51 family, including RAD51L1, RAD51L2, and XRCC2. The protein complex formed with this protein has been shown to catalyze homologous pairing between single- and double-stranded DNA, and is thought to play a role in the early stage of recombinational repair of DNA. Alternative splicing results in multiple transcript variants. Read-through transcription also exists between this gene and the downstream ring finger and FYVE-like domain containing 1 (RFFL) gene. [provided by RefSeq, Jan 2011]"
5893,"The protein encoded by this gene shares similarity with Saccharomyces cerevisiae Rad52, a protein important for DNA double-strand break repair and homologous recombination. This gene product was shown to bind single-stranded DNA ends, and mediate the DNA-DNA interaction necessary for the annealing of complementary DNA strands. It was also found to interact with DNA recombination protein RAD51, which suggested its role in RAD51 related DNA recombination and repair. A pseudogene of this gene is present on chromosome 2. Alternative splicing results in multiple transcript variants. Additional alternatively spliced transcript variants of this gene have been described, but their full-length nature is not known. [provided by RefSeq, Jul 2014]"
25788,"The protein encoded by this gene belongs to the DEAD-like helicase superfamily. It shares similarity with Saccharomyces cerevisiae RAD54 and RDH54, both of which are involved in homologous recombination and repair of DNA. This protein binds to double-stranded DNA, and displays ATPase activity in the presence of DNA. This gene is highly expressed in testis and spleen, which suggests active roles in meiotic and mitotic recombination. Homozygous mutations of this gene were observed in primary lymphoma and colon cancer. [provided by RefSeq, Jul 2008]"
8438,"The protein encoded by this gene belongs to the DEAD-like helicase superfamily, and shares similarity with Saccharomyces cerevisiae Rad54, a protein known to be involved in the homologous recombination and repair of DNA. This protein has been shown to play a role in homologous recombination related repair of DNA double-strand breaks. The binding of this protein to double-strand DNA induces a DNA topological change, which is thought to facilitate homologous DNA paring, and stimulate DNA recombination. Alternative splicing results in multiple transcript variants encoding the same protein.[provided by RefSeq, Dec 2008]"
55086,
8480,"Mutations in the Schizosaccharomyces pombe Rae1 and Saccharomyces cerevisiae Gle2 genes have been shown to result in accumulation of poly(A)-containing mRNA in the nucleus, suggesting that the encoded proteins are involved in RNA export. The protein encoded by this gene is a homolog of yeast Rae1. It contains four WD40 motifs, and has been shown to localize to distinct foci in the nucleoplasm, to the nuclear rim, and to meshwork-like structures throughout the cytoplasm. This gene is thought to be involved in nucleocytoplasmic transport, and in directly or indirectly attaching cytoplasmic mRNPs to the cytoskeleton. Alternatively spliced transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jul 2008]"
135250,"This gene belong to the RAET1 family, which consists of major histocompatibility complex (MHC) class I-related genes located in a cluster on chromosome 6q24.2-q25.3. This and RAET1G protein differ from other RAET1 proteins in that they have type I membrane-spanning sequences at their C termini rather than glycosylphosphatidylinositol anchor sequences. This protein functions as a ligand for NKG2D receptor, which is expressed on the surface of several types of immune cells, and is involved in innate and adaptive immune responses. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Aug 2011]"
5894,"This gene is the cellular homolog of viral raf gene (v-raf). The encoded protein is a MAP kinase kinase kinase (MAP3K), which functions downstream of the Ras family of membrane associated GTPases to which it binds directly. Once activated, the cellular RAF1 protein can phosphorylate to activate the dual specificity protein kinases MEK1 and MEK2, which in turn phosphorylate to activate the serine/threonine specific protein kinases, ERK1 and ERK2. Activated ERKs are pleiotropic effectors of cell physiology and play an important role in the control of gene expression involved in the cell division cycle, apoptosis, cell differentiation and cell migration. Mutations in this gene are associated with Noonan syndrome 5 and LEOPARD syndrome 2. [provided by RefSeq, Jul 2008]"
5896,"The protein encoded by this gene is involved in activation of immunoglobulin V-D-J recombination. The encoded protein is involved in recognition of the DNA substrate, but stable binding and cleavage activity also requires RAG2. Defects in this gene can be the cause of several diseases. [provided by RefSeq, Jul 2008]"
5897,"This gene encodes a protein that is involved in the initiation of V(D)J recombination during B and T cell development. This protein forms a complex with the product of the adjacent recombination activating gene 1, and this complex can form double-strand breaks by cleaving DNA at conserved recombination signal sequences. The recombination activating gene 1 component is thought to contain most of the catalytic activity, while the N-terminal of the recombination activating gene 2 component is thought to form a six-bladed propeller in the active core that serves as a binding scaffold for the tight association of the complex with DNA. A C-terminal plant homeodomain finger-like motif in this protein is necessary for interactions with chromatin components, specifically with histone H3 that is trimethylated at lysine 4. Mutations in this gene cause Omenn syndrome, a form of severe combined immunodeficiency associated with autoimmune-like symptoms. [provided by RefSeq, Jul 2008]"
10743,"This gene is located within the Smith-Magenis syndrome region on chromosome 17. It is highly similar to its mouse counterpart and is expressed at high levels mainly in neuronal tissues. The protein encoded by this gene includes a polymorphic polyglutamine tract in the N-terminal domain. Expression of the mouse counterpart in neurons is induced by retinoic acid. This gene is associated with both the severity of the phenotype and the response to medication in schizophrenic patients. [provided by RefSeq, Jul 2008]"
10742,"Retinoic acid plays a critical role in development, cellular growth, and differentiation. The specific function of this retinoic acid-induced gene has not yet been determined but it may play a role in development. The chromosomal location of this gene designates it to be a candidate for diseases such as Nance-Horan syndrome, sensorineural deafness, non-specific X-linked cognitive disability, oral-facial-digital syndrome, and Fried syndrome. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Feb 2010]"
253959,"This gene encodes a major subunit of the RAL-GTPase activating protein. A similar protein in mouse binds E12, a transcriptional regulator of immunoglobulin genes. The mouse protein also functions in skeletal muscle by binding to the regulatory 14-3-3 proteins upon stimulation with insulin or muscle contraction. A pseudogene of this gene has been identified on chromosome 9. [provided by RefSeq, Oct 2016]"
5903,"RAN is a small GTP-binding protein of the RAS superfamily that is associated with the nuclear membrane and is thought to control a variety of cellular functions through its interactions with other proteins. This gene encodes a very large RAN-binding protein that immunolocalizes to the nuclear pore complex. The protein is a giant scaffold and mosaic cyclophilin-related nucleoporin implicated in the Ran-GTPase cycle. The encoded protein directly interacts with the E2 enzyme UBC9 and strongly enhances SUMO1 transfer from UBC9 to the SUMO1 target SP100. These findings place sumoylation at the cytoplasmic filaments of the nuclear pore complex and suggest that, for some substrates, modification and nuclear import are linked events. This gene is partially duplicated in a gene cluster that lies in a hot spot for recombination on chromosome 2q. [provided by RefSeq, Jul 2008]"
29098,"This gene encodes a protein that has been shown to function as a guanine nucleotide release factor in mouse and to regulate the expression and function of the Nav1.5 cardiac sodium channel in human. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2010]"
5909,"This gene encodes a type of GTPase-activating-protein (GAP) that down-regulates the activity of the ras-related RAP1 protein. RAP1 acts as a molecular switch by cycling between an inactive GDP-bound form and an active GTP-bound form. The product of this gene, RAP1GAP, promotes the hydrolysis of bound GTP and hence returns RAP1 to the inactive state whereas other proteins, guanine nucleotide exchange factors (GEFs), act as RAP1 activators by facilitating the conversion of RAP1 from the GDP- to the GTP-bound form. In general, ras subfamily proteins, such as RAP1, play key roles in receptor-linked signaling pathways that control cell growth and differentiation. RAP1 plays a role in diverse processes such as cell proliferation, adhesion, differentiation, and embryogenesis. Alternative splicing results in multiple transcript variants encoding distinct proteins. [provided by RefSeq, Aug 2011]"
23108,"This gene encodes a GTPase-activating protein that activates the small guanine-nucleotide-binding protein Rap1 in platelets. The protein interacts with synaptotagmin-like protein 1 and Rab27 and regulates secretion of dense granules from platelets at sites of endothelial damage. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2009]"
2889,"This gene encodes a human guanine nucleotide exchange factor. It transduces signals from CRK by binding the SH3 domain of CRK, and activating several members of the Ras family of GTPases. This signaling cascade that may be involved in apoptosis, integrin-mediated signal transduction, and cell transformation. Several alternatively spliced transcript variants of this gene have been described, but the full-length nature of some variants has not been determined. [provided by RefSeq, Jul 2008]"
51195,
65059,"This gene encodes a protein that belongs to the Mig10/Rap1-interacting adaptor molecule/Lamellipodin family of adapter proteins, which function in cell migration. Members of this family contain pleckstrin-homology domains, Ras-association domains, and proline-rich C-termini. The protein encoded by this gene regulates actin dynamics through interaction with Ena/Vasodilator proteins as well as direct binding to filamentous actin to regulate actin network assembly. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2016]"
5913,"This gene encodes a member of a family of proteins that are receptor associated proteins of the synapse. The encoded protein contains a conserved cAMP-dependent protein kinase phosphorylation site, and plays a critical role in clustering and anchoring nicotinic acetylcholine receptors at synaptic sites by linking the receptors to the underlying postsynaptic cytoskeleton, possibly by direct association with actin or spectrin. Mutations in this gene may play a role in postsynaptic congenital myasthenic syndromes. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Apr 2011]"
